2018-11-29 09-PM,BTCUSD,4193,4201.65,4112.02,4186.06,789.63,3276918.5
2018-11-29 08-PM,BTCUSD,4187.37,4224.35,4161.52,4193,358.63,1504002.05
2018-11-29 07-PM,BTCUSD,4217.52,4217.52,4144.98,4187.37,1253.64,5234711.24
2018-11-29 06-PM,BTCUSD,4274.03,4308.89,4174.08,4217.52,962.28,4085943.33
2018-11-29 05-PM,BTCUSD,4299.09,4348.77,4263.37,4274.03,583.18,2513072.84
2018-11-29 04-PM,BTCUSD,4243.15,4322.58,4239.92,4299.09,461.23,1975977.05
2018-11-29 03-PM,BTCUSD,4254.46,4291,4219.92,4243.15,999.36,4248574.53
2018-11-29 02-PM,BTCUSD,4248,4311.89,4248,4254.46,769.17,3297600.33
2018-11-29 01-PM,BTCUSD,4234.25,4288.35,4198.63,4248,649.03,2751744.8
2018-11-29 12-PM,BTCUSD,4347.9,4360.15,4219.36,4234.25,992.57,4276369.98
2018-11-29 11-AM,BTCUSD,4301.87,4409.77,4296.62,4347.9,1149.2,5009186.62
2018-11-29 10-AM,BTCUSD,4315.6,4341.97,4279.62,4301.87,462.08,1991463.04
2018-11-29 09-AM,BTCUSD,4205.95,4380,4204.5,4315.6,1640.85,7066194.88
2018-11-29 08-AM,BTCUSD,4161.43,4220,4148.96,4205.95,541.09,2268465.84
2018-11-29 07-AM,BTCUSD,4180.17,4181.14,4122.05,4161.43,517.19,2146982.96
2018-11-29 06-AM,BTCUSD,4188.71,4204.4,4155.55,4180.17,279.8,1167975.87
2018-11-29 05-AM,BTCUSD,4149.48,4206.34,4134.65,4188.71,484.36,2023344.36
2018-11-29 04-AM,BTCUSD,4126.54,4165.39,4090.66,4149.48,486.01,2005319.63
2018-11-29 03-AM,BTCUSD,4160.16,4160.16,4115.78,4126.54,241.26,997933.66
2018-11-29 02-AM,BTCUSD,4124.61,4170,4106.77,4160.16,622.75,2577415.34
2018-11-29 01-AM,BTCUSD,4218.47,4218.47,4086.97,4124.61,822.38,3405233.24
2018-11-29 12-AM,BTCUSD,4220.16,4246.42,4192.69,4218.47,217.1,915697.87
2018-11-28 11-PM,BTCUSD,4186.05,4241.99,4174.54,4220.16,477.23,2008252.87
2018-11-28 10-PM,BTCUSD,4222.47,4230,4153.29,4186.05,470.67,1972895.86
2018-11-28 09-PM,BTCUSD,4307.16,4311.5,4222.47,4222.47,833.38,3561434.59
2018-11-28 08-PM,BTCUSD,4277.22,4355.08,4265.41,4307.16,2048.28,8844034.4
2018-11-28 07-PM,BTCUSD,4233,4333.38,4218.33,4277.22,2129.62,9136584.22
2018-11-28 06-PM,BTCUSD,4183.29,4237.09,4183.29,4233,1023.43,4306620.79
2018-11-28 05-PM,BTCUSD,4139.47,4226.52,4128,4183.29,1105.24,4620492.21
2018-11-28 04-PM,BTCUSD,4210.12,4210.12,4135,4139.47,651.41,2711923.26
2018-11-28 03-PM,BTCUSD,4211.86,4216.2,4141.01,4210.12,648.16,2704924.31
2018-11-28 02-PM,BTCUSD,4137.65,4237,4121.73,4211.86,1084.13,4532567.52
2018-11-28 01-PM,BTCUSD,4127.85,4205.47,4103.76,4137.65,2043.48,8480284.8
2018-11-28 12-PM,BTCUSD,4006.84,4157,3973.6,4127.85,1056.74,4301303.39
2018-11-28 11-AM,BTCUSD,4006.51,4026.49,3982.83,4006.84,460.27,1842662.65
2018-11-28 10-AM,BTCUSD,3970.14,4014.44,3959.06,4006.51,567.81,2267273.03
2018-11-28 09-AM,BTCUSD,3961,3987.99,3958.42,3970.14,212.63,845407.36
2018-11-28 08-AM,BTCUSD,4020.41,4039.41,3950.98,3961,665.04,2658186.89
2018-11-28 07-AM,BTCUSD,3975.17,4035.9,3973.82,4020.41,735.58,2939826.26
2018-11-28 06-AM,BTCUSD,3984.06,4015.98,3969.45,3975.17,596.66,2379750.35
2018-11-28 05-AM,BTCUSD,4033.37,4069.29,3974.8,3984.06,1306.68,5263371.71
2018-11-28 04-AM,BTCUSD,3846.6,4044.47,3824.3,4033.37,2229.34,8825478.74
2018-11-28 03-AM,BTCUSD,3802.84,3863.18,3802.84,3846.6,792.34,3034493.17
2018-11-28 02-AM,BTCUSD,3798.09,3833.13,3794.02,3802.84,587.32,2239563.51
2018-11-28 01-AM,BTCUSD,3788.21,3813.6,3778.86,3798.09,424.73,1611882.28
2018-11-28 12-AM,BTCUSD,3771.01,3834.35,3771,3788.21,833.53,3168493.63
2018-11-27 11-PM,BTCUSD,3790.84,3809.06,3754.01,3771.01,458.87,1732844.95
2018-11-27 10-PM,BTCUSD,3771.93,3834.35,3743.92,3790.84,687.54,2607196.39
2018-11-27 09-PM,BTCUSD,3728.97,3790,3690.66,3771.93,474.1,1775110.9
2018-11-27 08-PM,BTCUSD,3716.16,3728.97,3677.38,3728.97,377.59,1399172.35
2018-11-27 07-PM,BTCUSD,3725.55,3763.17,3691.64,3716.16,512.69,1909636.34
2018-11-27 06-PM,BTCUSD,3681.33,3738,3672.09,3725.55,477.55,1772406.21
2018-11-27 05-PM,BTCUSD,3704.69,3719.14,3658.64,3681.33,522.53,1925780.08
